timestamp,node_id,x_m,y_m,panel_id,tilt_roll_deg,tilt_pitch_deg,tilt_magnitude_deg,tilt_rate_deg_per_min,vibration_rms_g,dominant_frequency_hz,displacement_mm,displacement_rate_mm_per_min,crack_event,crack_opening_mm,battery_v,rssi_dbm,packet_loss_rate,label
2026-08-01T00:50:00,N001,0.0,0.0,PANEL_A,-0.01312,-0.00157,0.01321,-0.000652,0.00893,10.2849,0.0796,-0.010847,0,0.0,4.13,-83.95,0.0114,normal
2026-08-01T00:55:00,N001,0.0,0.0,PANEL_A,-0.01295,0.01623,0.02076,0.002037,0.01587,8.8855,-0.0566,-0.011314,0,0.0,4.126,-84.26,0.0165,normal
2026-08-01T01:00:00,N001,0.0,0.0,PANEL_A,-0.03359,-0.0,0.03359,-9e-06,0.01569,9.2323,-0.0335,0.005498,0,0.0,4.149,-81.78,0.0145,normal
2026-08-01T01:05:00,N001,0.0,0.0,PANEL_A,-0.01932,0.00733,0.02067,-0.002134,0.00865,11.6243,-0.0016,0.001612,0,0.0,4.141,-83.84,0.0134,normal
2026-08-01T01:10:00,N001,0.0,0.0,PANEL_A,-0.0112,0.00494,0.01224,-0.001799,0.01463,9.9112,-0.0174,0.003932,0,0.0,4.15,-78.71,0.0165,normal
2026-08-01T01:15:00,N001,0.0,0.0,PANEL_A,-0.00176,0.00202,0.00268,-0.000353,0.01604,12.3461,0.0377,0.000919,0,0.0,4.13,-87.23,0.0226,normal
2026-08-01T01:20:00,N001,0.0,0.0,PANEL_A,-0.00505,-0.0071,0.00871,0.001214,0.01277,10.9637,-0.0082,-0.004731,0,0.0,4.114,-80.03,0.0093,normal
2026-08-01T01:25:00,N001,0.0,0.0,PANEL_A,-0.01416,0.00436,0.01482,0.003594,0.00989,11.1592,-0.0096,0.000549,0,0.0,4.144,-86.07,0.0205,normal
2026-08-01T01:30:00,N001,0.0,0.0,PANEL_A,-0.03819,0.02314,0.04465,0.000445,0.01162,10.1206,-0.0027,0.004861,0,0.0,4.118,-82.82,0.0134,normal
2026-08-01T01:35:00,N001,0.0,0.0,PANEL_A,-0.01399,0.01325,0.01927,-0.001116,0.01011,8.7792,0.039,-0.002349,0,0.0,4.124,-87.98,0.0366,normal
2026-08-01T01:40:00,N001,0.0,0.0,PANEL_A,-0.03234,-0.00872,0.0335,-0.001373,0.01152,9.6169,-0.0262,0.001088,0,0.0,4.124,-88.8,0.0338,normal
2026-08-01T01:45:00,N001,0.0,0.0,PANEL_A,-0.00218,0.00509,0.00554,-0.002318,0.00833,9.281,0.0499,-0.004062,0,0.0,4.132,-82.04,0.0141,normal
2026-08-01T01:50:00,N001,0.0,0.0,PANEL_A,-0.01031,0.00023,0.01032,0.002316,0.00759,10.989,-0.0668,8.8e-05,0,0.0,4.12,-76.95,0.0128,normal
2026-08-01T01:55:00,N001,0.0,0.0,PANEL_A,-0.02789,-0.00679,0.0287,-3.4e-05,0.01494,9.706,0.0508,0.009778,0,0.0,4.11,-84.64,0.0064,normal
2026-08-01T02:00:00,N001,0.0,0.0,PANEL_A,-0.00854,0.00516,0.00998,0.00028,0.01523,11.8839,0.0309,-0.000294,0,0.0,4.113,-85.72,0.0192,normal
2026-08-01T02:05:00,N001,0.0,0.0,PANEL_A,-0.00906,0.03017,0.0315,-4.8e-05,0.01062,7.8379,0.0479,-0.002071,0,0.0,4.127,-84.06,0.0097,normal
2026-08-01T02:10:00,N001,0.0,0.0,PANEL_A,-0.00543,-0.0078,0.0095,-0.000846,0.01179,9.5224,0.0102,-0.007989,0,0.0,4.126,-82.96,0.0141,normal
2026-08-01T02:15:00,N001,0.0,0.0,PANEL_A,-0.02261,0.00443,0.02304,0.001362,0.01284,10.1952,-0.032,0.000898,0,0.0,4.113,-82.31,0.016,normal
2026-08-01T02:20:00,N001,0.0,0.0,PANEL_A,-0.02074,-0.01022,0.02312,-0.000479,0.01163,11.5404,0.0192,0.004536,0,0.0,4.136,-78.7,0.0053,normal
2026-08-01T02:25:00,N001,0.0,0.0,PANEL_A,-0.01799,0.00311,0.01826,0.000411,0.00997,10.8385,0.0133,-0.00185,0,0.0,4.109,-80.68,0.0099,normal
2026-08-01T02:30:00,N001,0.0,0.0,PANEL_A,-0.02538,0.00984,0.02722,0.000807,0.00938,9.8121,0.0007,-0.006421,0,0.0,4.087,-78.94,0.0136,normal
2026-08-01T02:35:00,N001,0.0,0.0,PANEL_A,-0.01632,0.02066,0.02632,-0.001239,0.01073,11.5277,-0.0509,0.004506,0,0.0,4.12,-84.05,0.0141,normal
2026-08-01T02:40:00,N001,0.0,0.0,PANEL_A,-0.01433,0.00381,0.01483,-0.000768,0.01044,8.4506,0.0458,0.000732,0,0.0,4.13,-82.91,0.0098,normal
2026-08-01T02:45:00,N001,0.0,0.0,PANEL_A,0.00136,0.0186,0.01865,-0.00102,0.01068,10.5638,-0.0436,-0.010182,0,0.0,4.095,-87.65,0.0395,normal
2026-08-01T02:50:00,N001,0.0,0.0,PANEL_A,0.00444,0.00131,0.00463,0.000315,0.01403,9.6846,-0.056,0.000713,0,0.0,4.121,-85.53,0.0182,normal
2026-08-01T02:55:00,N001,0.0,0.0,PANEL_A,-0.02121,0.00504,0.0218,0.000954,0.01368,10.082,-0.0364,0.003695,0,0.0,4.104,-87.33,0.0272,normal
2026-08-01T03:00:00,N001,0.0,0.0,PANEL_A,-0.01384,0.00303,0.01417,-0.000928,0.00918,10.1802,-0.0191,0.007034,0,0.0,4.114,-86.45,0.0222,normal
2026-08-01T03:05:00,N001,0.0,0.0,PANEL_A,-0.00364,0.01197,0.01251,0.000121,0.01047,10.2525,0.0339,0.001563,0,0.0,4.112,-78.87,0.0079,normal
2026-08-01T03:10:00,N001,0.0,0.0,PANEL_A,-0.01519,0.00237,0.01538,0.001381,0.0096,9.1933,-0.0035,-0.006784,0,0.0,4.1,-80.15,0.0155,normal
2026-08-01T03:15:00,N001,0.0,0.0,PANEL_A,-0.026,0.00414,0.02633,0.000413,0.01275,7.9178,-0.0339,-0.005873,0,0.0,4.087,-81.74,0.0119,normal
2026-08-01T03:20:00,N001,0.0,0.0,PANEL_A,-0.01369,0.01389,0.01951,-0.001121,0.01281,10.7069,-0.0622,0.00334,0,0.0,4.108,-82.54,0.013,normal
2026-08-01T03:25:00,N001,0.0,0.0,PANEL_A,-0.01379,0.00618,0.01511,-0.000278,0.00931,10.9605,-0.0005,0.009944,0,0.0,4.086,-82.18,0.0082,normal
2026-08-01T03:30:00,N001,0.0,0.0,PANEL_A,-0.01614,0.00438,0.01673,0.001499,0.01445,10.9784,0.0372,-0.009899,0,0.0,4.106,-83.82,0.0082,normal
2026-08-01T03:35:00,N001,0.0,0.0,PANEL_A,-0.02938,0.00655,0.0301,-0.000581,0.01335,9.3666,-0.0995,-0.005805,0,0.0,4.116,-84.82,0.0101,normal
2026-08-01T03:40:00,N001,0.0,0.0,PANEL_A,-0.00836,-0.00703,0.01092,-0.000193,0.01346,11.0693,-0.0208,0.005072,0,0.0,4.083,-82.55,0.0014,normal
2026-08-01T03:45:00,N001,0.0,0.0,PANEL_A,-0.0125,0.02524,0.02816,-0.000698,0.01191,7.1419,-0.0488,-0.001058,0,0.0,4.087,-78.69,0.0127,normal
2026-08-01T03:50:00,N001,0.0,0.0,PANEL_A,-0.00373,0.00128,0.00394,-0.001265,0.01286,8.4994,-0.0314,0.004711,0,0.0,4.11,-83.66,0.0098,normal
2026-08-01T03:55:00,N001,0.0,0.0,PANEL_A,-0.01051,0.01142,0.01552,0.001776,0.01248,11.7008,-0.0017,0.006076,0,0.0,4.08,-79.65,0.0156,normal
2026-08-01T04:00:00,N001,0.0,0.0,PANEL_A,-0.01885,0.01075,0.0217,0.000591,0.01098,9.4287,0.0294,0.004299,0,0.0,4.083,-79.35,0.0068,normal
2026-08-01T04:05:00,N001,0.0,0.0,PANEL_A,-0.00753,0.02006,0.02143,-0.000897,0.01369,11.224,0.0413,0.005644,0,0.0,4.094,-84.4,0.0131,normal
2026-08-01T04:10:00,N001,0.0,0.0,PANEL_A,-0.01074,0.00685,0.01274,0.00047,0.01025,8.7089,0.0858,-0.004485,0,0.0,4.09,-81.78,0.0129,normal
2026-08-01T04:15:00,N001,0.0,0.0,PANEL_A,-0.02091,0.01566,0.02612,0.001473,0.01191,10.6248,-0.0035,-0.002239,0,0.0,4.093,-83.77,0.0038,normal
2026-08-01T04:20:00,N001,0.0,0.0,PANEL_A,0.00226,0.02737,0.02746,-0.000601,0.01154,10.1901,0.0634,-0.011962,0,0.0,4.099,-75.57,0.0085,normal
2026-08-01T04:25:00,N001,0.0,0.0,PANEL_A,-0.01619,0.01194,0.02011,0.001008,0.00971,11.1877,-0.1232,-0.011071,0,0.0,4.091,-84.97,0.0083,normal
2026-08-01T04:30:00,N001,0.0,0.0,PANEL_A,-0.03754,-0.00075,0.03754,-0.001275,0.01419,9.9312,-0.0473,0.008381,0,0.0,4.109,-80.18,0.0105,normal
2026-08-01T04:35:00,N001,0.0,0.0,PANEL_A,-0.00735,-0.00039,0.00736,-0.001991,0.01623,10.2976,-0.0394,0.008268,0,0.0,4.082,-80.82,0.0103,normal
2026-08-01T04:40:00,N001,0.0,0.0,PANEL_A,-0.00922,0.01503,0.01764,0.000601,0.01558,10.2474,0.0354,0.009319,0,0.0,4.09,-83.64,0.0115,normal
2026-08-01T04:45:00,N001,0.0,0.0,PANEL_A,-0.0098,0.00909,0.01337,0.00087,0.01298,10.6825,0.0538,-0.006969,0,0.0,4.071,-78.42,0.0071,normal
2026-08-01T04:50:00,N001,0.0,0.0,PANEL_A,-0.02341,0.01207,0.02634,0.000422,0.01248,8.6686,-0.0343,-0.001812,0,0.0,4.065,-80.25,0.0112,normal
2026-08-01T04:55:00,N001,0.0,0.0,PANEL_A,-0.00927,0.01495,0.01759,-0.00198,0.01601,11.026,0.0357,0.007828,0,0.0,4.09,-84.12,0.0138,normal
2026-08-01T05:00:00,N001,0.0,0.0,PANEL_A,-0.00487,-0.00436,0.00654,-0.000626,0.01383,9.9968,0.044,-0.005534,0,0.0,4.075,-80.22,0.0107,normal
2026-08-01T05:05:00,N001,0.0,0.0,PANEL_A,-0.01126,-0.00118,0.01133,0.001989,0.01222,10.0735,-0.0196,-0.005386,0,0.0,4.061,-84.94,0.0068,normal
2026-08-01T05:10:00,N001,0.0,0.0,PANEL_A,-0.02396,0.01115,0.02643,0.002236,0.01045,10.05,-0.0099,0.002681,0,0.0,4.065,-83.74,0.0111,normal
2026-08-01T05:15:00,N001,0.0,0.0,PANEL_A,-0.02117,0.0262,0.03368,-0.001315,0.01349,9.7588,0.0072,0.000954,0,0.0,4.073,-81.79,0.0158,normal
2026-08-01T05:20:00,N001,0.0,0.0,PANEL_A,-0.01324,0.00098,0.01328,-0.000696,0.01391,10.5156,-0.0003,0.003281,0,0.0,4.07,-82.58,0.0039,normal
2026-08-01T05:25:00,N001,0.0,0.0,PANEL_A,0.00202,0.02665,0.02673,0.001213,0.01189,8.5995,0.04,0.007235,0,0.0,4.057,-82.23,0.0101,normal
2026-08-01T05:30:00,N001,0.0,0.0,PANEL_A,-0.02005,0.0156,0.0254,-0.001425,0.01216,8.7017,0.072,-0.002468,0,0.0,4.073,-84.85,0.0126,normal
2026-08-01T05:35:00,N001,0.0,0.0,PANEL_A,-0.00954,-0.00804,0.01248,-0.002255,0.01389,10.8945,0.0153,-0.012138,0,0.0,4.094,-81.7,0.0093,normal
2026-08-01T05:40:00,N001,0.0,0.0,PANEL_A,0.00049,0.00282,0.00286,0.000269,0.01464,10.2449,-0.0494,-8.7e-05,0,0.0,4.076,-87.31,0.0344,normal
2026-08-01T05:45:00,N001,0.0,0.0,PANEL_A,-0.01512,-0.0012,0.01517,0.000543,0.01437,8.3072,0.0144,0.01069,0,0.0,4.09,-75.66,0.0003,normal
2026-08-01T05:50:00,N001,0.0,0.0,PANEL_A,-0.00365,0.00744,0.00829,3.3e-05,0.01233,11.1982,0.0575,-0.007939,0,0.0,4.074,-79.97,0.0192,normal
2026-08-01T05:55:00,N001,0.0,0.0,PANEL_A,-0.00431,0.01489,0.0155,0.001245,0.00952,9.7519,-0.0649,-0.008189,0,0.0,4.081,-79.83,0.0044,normal
2026-08-01T06:00:00,N001,0.0,0.0,PANEL_A,-0.00948,0.01844,0.02074,-0.000305,0.01151,11.3259,-0.0244,0.01243,0,0.0,4.069,-82.19,0.0091,normal
2026-08-01T06:05:00,N001,0.0,0.0,PANEL_A,-0.0111,0.00564,0.01245,0.000483,0.00865,8.5495,0.0594,0.005396,0,0.0,4.071,-82.39,0.0088,normal
2026-08-01T06:10:00,N001,0.0,0.0,PANEL_A,-0.01154,0.02281,0.02557,-0.000814,0.01485,10.4212,0.0296,-0.005223,0,0.0,4.048,-81.91,0.0043,normal
2026-08-01T06:15:00,N001,0.0,0.0,PANEL_A,0.00178,0.00392,0.00431,2.9e-05,0.01035,11.2152,0.0071,-0.002615,0,0.0,4.072,-81.93,0.0134,normal
2026-08-01T06:20:00,N001,0.0,0.0,PANEL_A,-0.0238,-0.01011,0.02586,0.000827,0.01395,11.6495,0.0035,-0.005543,0,0.0,4.074,-87.35,0.0332,normal
2026-08-01T06:25:00,N001,0.0,0.0,PANEL_A,-0.0125,0.00141,0.01258,-0.001148,0.01159,11.2566,-0.0483,0.00358,0,0.0,4.06,-79.98,0.0032,normal
2026-08-01T06:30:00,N001,0.0,0.0,PANEL_A,-0.01082,0.00948,0.01438,-0.000524,0.01015,9.6798,0.0393,-0.002199,0,0.0,4.042,-77.86,0.0099,normal
2026-08-01T06:35:00,N001,0.0,0.0,PANEL_A,0.00175,0.00713,0.00734,0.002097,0.01389,11.3798,-0.0703,-0.002921,0,0.0,4.05,-86.97,0.0268,normal
2026-08-01T06:40:00,N001,0.0,0.0,PANEL_A,-0.01556,0.03174,0.03535,0.00065,0.00733,8.5674,0.01,0.008844,0,0.0,4.056,-78.39,0.0151,normal
2026-08-01T06:45:00,N001,0.0,0.0,PANEL_A,-0.0138,-0.00111,0.01384,-0.00145,0.01046,9.3212,0.0181,0.000654,0,0.0,4.057,-82.79,0.0164,normal
2026-08-01T06:50:00,N001,0.0,0.0,PANEL_A,-0.00968,0.01847,0.02085,-5.5e-05,0.01119,10.8528,0.0166,0.000783,0,0.0,4.035,-76.73,0.0185,normal
2026-08-01T06:55:00,N001,0.0,0.0,PANEL_A,-0.00764,-0.01088,0.01329,-0.000294,0.01395,11.7151,0.026,0.001474,0,0.0,4.064,-84.93,0.0149,normal
2026-08-01T07:00:00,N001,0.0,0.0,PANEL_A,-0.00092,0.01789,0.01791,-0.000201,0.01034,10.2447,0.0313,-0.001205,0,0.0,4.044,-87.72,0.031,normal
2026-08-01T07:05:00,N001,0.0,0.0,PANEL_A,-0.00284,0.01092,0.01129,0.000605,0.01113,9.6942,0.0139,-0.020094,0,0.0,4.074,-81.6,0.0092,normal
2026-08-01T07:10:00,N001,0.0,0.0,PANEL_A,-0.01987,0.0134,0.02396,0.001478,0.01356,8.7148,-0.1696,-0.008236,0,0.0,4.057,-82.83,0.0057,normal
2026-08-01T07:15:00,N001,0.0,0.0,PANEL_A,-0.01708,-0.01969,0.02607,9e-06,0.01488,8.2251,-0.0684,0.021202,0,0.0,4.044,-85.66,0.0222,normal
2026-08-01T07:20:00,N001,0.0,0.0,PANEL_A,-0.01277,0.02038,0.02405,-0.001323,0.01145,11.908,0.0424,0.005252,0,0.0,4.043,-85.61,0.0143,normal
2026-08-01T07:25:00,N001,0.0,0.0,PANEL_A,-0.00422,0.01212,0.01284,-0.000387,0.01426,8.8781,-0.0159,-0.001525,0,0.0,4.018,-78.76,0.0142,normal
2026-08-01T07:30:00,N001,0.0,0.0,PANEL_A,0.00585,0.01931,0.02018,-0.000582,0.01175,10.3215,0.0271,0.005169,0,0.0,4.04,-85.56,0.0126,normal
2026-08-01T07:35:00,N001,0.0,0.0,PANEL_A,-0.00325,0.00622,0.00702,-9.6e-05,0.01161,10.4356,0.0358,0.004669,0,0.0,4.051,-82.73,0.006,normal
2026-08-01T07:40:00,N001,0.0,0.0,PANEL_A,0.00825,0.01736,0.01922,0.001066,0.01306,9.7033,0.0738,-0.001291,0,0.0,4.019,-81.89,0.0025,normal
2026-08-01T07:45:00,N001,0.0,0.0,PANEL_A,-0.01564,0.00824,0.01768,-0.000117,0.01256,11.9993,0.0229,-9.3e-05,0,0.0,4.024,-86.21,0.024,normal
2026-08-01T07:50:00,N001,0.0,0.0,PANEL_A,-0.01494,0.01013,0.01805,9e-06,0.01286,8.5268,0.0729,0.000826,0,0.0,4.036,-83.76,0.0152,normal
2026-08-01T07:55:00,N001,0.0,0.0,PANEL_A,-0.00108,0.01773,0.01776,0.001278,0.01131,9.5957,0.0311,0.003748,0,0.0,4.047,-81.04,0.0121,normal
2026-08-01T08:00:00,N001,0.0,0.0,PANEL_A,-0.02207,0.02153,0.03083,-0.000443,0.01271,9.8933,0.1104,0.003602,0,0.0,4.014,-81.74,0.0112,normal
2026-08-01T08:05:00,N001,0.0,0.0,PANEL_A,-0.01006,0.00876,0.01334,-0.00086,0.01301,11.1689,0.0671,-0.011653,0,0.0,4.038,-87.99,0.0333,normal
2026-08-01T08:10:00,N001,0.0,0.0,PANEL_A,-0.00539,0.02157,0.02223,-0.000354,0.01265,8.9374,-0.0061,-0.004515,0,0.0,4.038,-80.56,0.0083,normal
2026-08-01T08:15:00,N001,0.0,0.0,PANEL_A,-0.00529,-0.00825,0.0098,-2.6e-05,0.01176,10.6046,0.022,0.008295,0,0.0,4.039,-78.85,0.0119,normal
2026-08-01T08:20:00,N001,0.0,0.0,PANEL_A,0.00495,0.02141,0.02198,-0.000315,0.01182,9.3715,0.0768,-0.001614,0,0.0,4.016,-80.46,0.013,normal
2026-08-01T08:25:00,N001,0.0,0.0,PANEL_A,-0.00162,-0.00645,0.00665,-0.001286,0.01256,11.3522,0.0058,-0.006011,0,0.0,4.051,-82.78,0.0166,normal
2026-08-01T08:30:00,N001,0.0,0.0,PANEL_A,-0.00542,0.00733,0.00912,0.002734,0.01057,9.7124,0.0167,0.002115,0,0.0,4.035,-83.44,0.0041,normal
2026-08-01T08:35:00,N001,0.0,0.0,PANEL_A,-0.00753,0.03314,0.03399,0.000745,0.00936,9.4743,0.027,1.7e-05,0,0.0,4.019,-80.89,0.0057,normal
2026-08-01T08:40:00,N001,0.0,0.0,PANEL_A,-0.00834,0.01431,0.01656,-0.000861,0.01051,8.8243,0.0169,0.000587,0,0.0,4.015,-83.74,0.0153,normal
2026-08-01T08:45:00,N001,0.0,0.0,PANEL_A,-0.01948,0.01627,0.02538,-0.000918,0.01074,11.0472,0.0329,0.000459,0,0.0,4.025,-81.48,0.0091,normal
2026-08-01T08:50:00,N001,0.0,0.0,PANEL_A,-0.0015,0.00723,0.00738,-0.001349,0.01125,10.7111,0.0215,-0.004265,0,0.0,4.004,-85.69,0.016,normal
2026-08-01T08:55:00,N001,0.0,0.0,PANEL_A,0.00622,0.01013,0.01189,0.000651,0.0097,9.9248,-0.0098,-0.004227,0,0.0,4.014,-85.65,0.015,normal
2026-08-01T09:00:00,N001,0.0,0.0,PANEL_A,0.01369,-0.00232,0.01389,-0.00077,0.00965,9.9795,-0.0208,-0.0021,0,0.0,4.025,-84.74,0.0056,normal
2026-08-01T09:05:00,N001,0.0,0.0,PANEL_A,-0.00212,0.00361,0.00419,0.001114,0.01551,13.0204,-0.0308,-0.001065,0,0.0,4.017,-79.64,0.0091,normal
2026-08-01T09:10:00,N001,0.0,0.0,PANEL_A,-0.02077,0.01397,0.02503,0.000782,0.014,10.1603,-0.0315,-6.9e-05,0,0.0,4.018,-80.21,0.0064,normal
2026-08-01T09:15:00,N001,0.0,0.0,PANEL_A,-0.01066,0.00552,0.012,0.000126,0.01053,10.6623,-0.0315,0.011731,0,0.0,4.011,-84.05,0.0126,normal
2026-08-01T09:20:00,N001,0.0,0.0,PANEL_A,-0.01356,0.02253,0.02629,-0.000199,0.0128,8.7622,0.0858,0.005508,0,0.0,4.025,-84.09,0.0124,normal
2026-08-01T09:25:00,N001,0.0,0.0,PANEL_A,-0.00561,0.00829,0.01002,-0.000124,0.00891,10.2177,0.0236,-0.004988,0,0.0,4.002,-80.67,0.0086,normal
2026-08-01T09:30:00,N001,0.0,0.0,PANEL_A,-0.01231,0.02182,0.02505,0.000187,0.01475,9.546,0.036,0.003071,0,0.0,4.038,-85.21,0.0083,normal
2026-08-01T09:35:00,N001,0.0,0.0,PANEL_A,-0.00622,0.01013,0.01189,0.000229,0.01113,8.4793,0.0543,0.000759,0,0.0,4.013,-84.09,0.0093,normal
2026-08-01T09:40:00,N001,0.0,0.0,PANEL_A,-0.01428,0.02332,0.02734,0.001193,0.01238,12.2034,0.0436,-0.01034,0,0.0,4.003,-81.78,0.0061,normal
2026-08-01T09:45:00,N001,0.0,0.0,PANEL_A,-0.01818,0.01539,0.02382,-0.001794,0.01445,9.3077,-0.0491,-0.008228,0,0.0,4.015,-79.69,0.0103,normal
2026-08-01T09:50:00,N001,0.0,0.0,PANEL_A,-0.00705,0.00621,0.0094,0.000897,0.01305,10.8785,-0.0387,0.005179,0,0.0,4.015,-83.66,0.0081,normal
2026-08-01T09:55:00,N001,0.0,0.0,PANEL_A,-0.02872,0.01581,0.03279,-0.00028,0.01283,11.0751,0.0027,-0.001959,0,0.0,3.988,-83.56,0.0093,normal
2026-08-01T10:00:00,N001,0.0,0.0,PANEL_A,-0.00655,0.0008,0.00659,-0.000378,0.01231,10.4013,-0.0583,-0.001015,0,0.0,4.011,-79.08,0.0081,normal
2026-08-01T10:05:00,N001,0.0,0.0,PANEL_A,-0.02894,-0.00204,0.02901,-0.000268,0.01318,9.2103,-0.0075,0.013731,0,0.0,4.011,-81.26,0.0075,normal
2026-08-01T10:10:00,N001,0.0,0.0,PANEL_A,-0.00175,0.0035,0.00392,-0.001253,0.01157,10.7281,0.079,-0.00382,0,0.0,4.005,-87.38,0.0203,normal
2026-08-01T10:15:00,N001,0.0,0.0,PANEL_A,0.01647,0.0004,0.01648,0.002037,0.00868,8.9757,-0.0456,-0.009279,0,0.0,3.994,-84.31,0.0132,normal
2026-08-01T10:20:00,N001,0.0,0.0,PANEL_A,-0.00698,0.02326,0.02428,0.000884,0.01131,8.4433,-0.0138,0.009813,0,0.0,4.01,-87.48,0.031,normal
2026-08-01T10:25:00,N001,0.0,0.0,PANEL_A,-0.01368,0.02129,0.02531,-0.000802,0.0131,10.6906,0.0525,0.005164,0,0.0,4.016,-77.51,0.0055,normal
2026-08-01T10:30:00,N001,0.0,0.0,PANEL_A,-0.00045,0.01626,0.01627,-0.000484,0.00881,10.9363,0.0379,-0.0047,0,0.0,3.972,-83.4,0.0098,normal
2026-08-01T10:35:00,N001,0.0,0.0,PANEL_A,-0.01054,0.01755,0.02047,-0.000781,0.01113,8.2823,0.0055,-0.010564,0,0.0,3.992,-78.23,0.0128,normal
2026-08-01T10:40:00,N001,0.0,0.0,PANEL_A,0.00705,-0.00468,0.00846,-0.000191,0.01578,9.2537,-0.0678,-0.002834,0,0.0,3.995,-80.93,0.0183,normal
2026-08-01T10:45:00,N001,0.0,0.0,PANEL_A,-0.0118,0.01433,0.01856,0.001525,0.01217,8.5354,-0.0229,-0.000331,0,0.0,3.971,-83.01,0.0181,normal
2026-08-01T10:50:00,N001,0.0,0.0,PANEL_A,0.00067,0.0237,0.02371,0.000628,0.01397,8.0759,-0.0711,-0.002114,0,0.0,4.0,-78.11,0.0144,normal
2026-08-01T10:55:00,N001,0.0,0.0,PANEL_A,0.00639,0.02401,0.02484,-0.001739,0.01446,9.1601,-0.044,0.006681,0,0.0,3.975,-84.05,0.0045,normal
2026-08-01T11:00:00,N001,0.0,0.0,PANEL_A,-0.00365,0.00516,0.00632,-0.001643,0.01085,8.8407,-0.0043,0.001097,0,0.0,3.985,-84.79,0.0129,normal
2026-08-01T11:05:00,N001,0.0,0.0,PANEL_A,-0.00633,-0.00553,0.00841,0.001576,0.01248,8.753,-0.033,0.000266,0,0.0,3.993,-78.64,0.0079,normal
2026-08-01T11:10:00,N001,0.0,0.0,PANEL_A,-0.00636,0.02115,0.02208,0.000982,0.01156,9.7283,-0.0016,0.000261,0,0.0,3.969,-82.09,0.0106,normal
2026-08-01T11:15:00,N001,0.0,0.0,PANEL_A,-0.01815,-0.00166,0.01822,3e-06,0.01084,9.9761,-0.0304,-0.001511,0,0.0,3.985,-75.72,0.0092,normal
2026-08-01T11:20:00,N001,0.0,0.0,PANEL_A,-0.02014,0.00914,0.02211,-0.001522,0.01224,11.3669,-0.0167,-0.006591,0,0.0,3.997,-84.24,0.0084,normal
2026-08-01T11:25:00,N001,0.0,0.0,PANEL_A,-0.00268,0.00136,0.00301,-0.00067,0.01094,10.2412,-0.0963,-0.008706,0,0.0,3.998,-83.01,0.0118,normal
2026-08-01T11:30:00,N001,0.0,0.0,PANEL_A,0.00413,0.01485,0.01541,0.002582,0.01094,7.9879,-0.1038,0.010715,0,0.0,3.995,-84.2,0.0106,normal
2026-08-01T11:35:00,N001,0.0,0.0,PANEL_A,-0.02118,0.01954,0.02882,-0.000328,0.01678,7.4257,0.0108,0.008408,0,0.0,3.99,-79.7,0.0088,normal
2026-08-01T11:40:00,N001,0.0,0.0,PANEL_A,-0.0118,-0.00279,0.01213,-0.001761,0.00995,7.7587,-0.0197,-0.012975,0,0.0,3.985,-83.77,0.0118,normal
2026-08-01T11:45:00,N001,0.0,0.0,PANEL_A,0.01113,0.00137,0.01122,0.002135,0.01405,10.0447,-0.1189,-0.000962,0,0.0,3.996,-79.02,0.0016,normal
